IRN,Local Education Agency Name,Operating Expenditures,CRI%,NCR%,Instruction,Pupil Support,Instr Staff Sup ,CRI - Classroom Instr,Gen Admin,School Admin,Oper & Maint,Pupil Transp,Other Support,NCR -Nonclassroom,Other Elem-Sec,Other Non Elem-Sec,Non-Operating,Operating EPEP,County Name,County Mortality Rate
043554,Beachwood City,28656143.599989057,0.6502153321841996,0.3497846678158004,9019.477916112644,1029.026373522875,930.1841358808944,10978.688425516413,840.3630040557284,814.8038936235813,1941.5146927485207,1087.6518064496267,936.5135849999299,5906.007892912231,509.9517107456437,383.640367569733,7664.512273274607,16884.696318428643,Cuyahoga,18.81
046425,Beaver Local,17378654.310000256,0.6675318642666522,0.33246813573334777,4819.370543704566,336.5566584058075,235.1807161167848,5391.107918227159,338.36263780539286,406.2788358188303,711.3921306096624,581.4283102260564,281.37463714930215,2685.072720954475,171.70123125757482,0.0,4823.025581900551,8076.180639181634,Columbiana,14.84
047241,Beavercreek City,75492545.74998349,0.7190158262746758,0.2809841737253242,5643.539957731755,573.8256466444348,228.9854539113325,6446.3510582875215,229.88605276035017,412.3100023724392,748.7712386435552,581.3612039853246,277.8028524346975,2519.169341572092,145.04521213224746,132.6067101615656,1996.092028509673,8965.520399859613,Greene,18.27
043562,Bedford City,45511076.719979584,0.5876948061357926,0.4123051938642074,5445.454515119487,667.1448180317999,519.3399661240072,6631.939299275295,479.77165044948674,671.919881558791,1660.8474412909725,871.5294085412233,564.7777559340235,4652.7261938257625,182.40258963928866,36.90823506451704,466.3420508306576,11284.665493101056,Cuyahoga,18.81
043570,Bellaire Local,11272776.699984536,0.5880661789383841,0.4119338210616159,3865.0609289803997,725.4583620178713,58.51753944663063,4649.036830444902,218.786893511494,662.4134399250692,958.0287897200669,685.1529678512669,336.26896909922107,3256.5986183368154,99.14771418239957,129.88243630180884,540.5538852720034,7905.635448781718,Belmont,12.96
047274,Bellbrook-Sugarcreek Local School District,23999393.950052604,0.6853184123846758,0.3146815876153243,5232.97634114498,396.89039192675176,356.9933548922508,5986.860087963983,186.03135212478125,572.2787516868407,899.8347930552571,555.2707922247595,264.62856207752355,2749.0208978273363,304.3423994224463,0.0,1062.2641289164806,8735.880985791318,Greene,18.27
043588,Bellefontaine City,24300658.67999943,0.6941588346279375,0.30584116537206263,5124.503867214798,463.40190111466706,194.02533773920135,5781.931106068666,249.19810848982416,508.6205879502997,771.8265480536314,256.8608416429315,349.5660969812333,2547.47538944576,155.80383795750754,1.7138231940951285,2881.2425696082014,8329.406495514426,Logan,12.58
043596,Bellevue City,17710778.404863484,0.683171547484169,0.316828452515831,4440.154016696701,600.8174609781288,280.7563146336228,5321.727792308452,215.84636074457205,432.7721488413258,880.3837968902366,362.4214555448502,289.4655150007305,2468.0108346969,272.9653349834685,46.66719224450325,1236.0377515717682,7789.738627005352,Huron,16.35
043604,Belpre City,9550204.95,0.6475467125969899,0.35245328740301013,4538.357762890186,523.8063848942576,263.9547701237752,5326.1189179082185,485.64110870953084,516.6016254190191,863.9049204211218,329.02403550663263,334.9968949768986,2898.953983084186,215.6279315805904,0.0,815.6299891559837,8225.072900992403,Washington,14.82
048074,Benjamin Logan Local,17956567.65000167,0.6161990390191467,0.3838009609808533,5060.998755831375,412.29087598888816,205.7732031070998,5679.062834927364,219.1450554069302,550.8258257207419,1385.463244661015,645.0080400035147,390.8336053282255,3537.2170930114767,228.6231320018443,0.0,270.6270632330868,9216.279927938842,Logan,12.58
048926,Benton Carroll Salem Local,17279690.220026445,0.665841490415472,0.3341585095845279,5722.455126604349,853.9066186529845,133.95516424234754,6710.31690949968,343.6326510713562,577.8542108046546,1106.9947704895696,584.9720826976593,375.8542645280321,3367.632581621058,347.33505748182574,27.385067467840532,977.4109835407318,10077.949491120738,Ottawa,9.96
043612,Berea City,79831485.93016453,0.6889702651686125,0.3110297348313875,6389.425546416871,538.0516633417035,261.7482387099428,7189.225448468517,151.26171106228605,672.6846823257487,858.1996054556663,622.777594525867,671.9044820840824,3245.5143537043523,159.2191232296366,96.31100729760877,995.7912161175676,10434.73980217287,Cuyahoga,18.81
047167,Berkshire Local,10105071.58,0.62045485085025,0.37954514914975,5498.050762100487,514.5529947593888,265.6341188889688,6278.237875748844,425.18446013046923,906.5245733666326,1060.2613863673253,787.3620244338728,414.06967697823137,3840.5288115376893,314.2599909147695,0.6886820874139037,418.1221917993534,10118.766687286534,Geauga,8.31
046854,Berne Union Local,7807612.167924986,0.631033500900622,0.36896649909937795,4748.787866460003,265.5588560977099,153.68718469888734,5168.0339072566,534.9580642800963,536.0871433594062,624.258148407764,662.2323362764201,347.02675939144353,3021.759344418139,174.9125371257646,0.0,317.23424580552165,8189.79325167474,Fairfield,11.12
048611,Bethel Local,7864465.920007583,0.6607414111609619,0.33925858883903814,4602.0224865510745,232.2471842069547,162.22728133566125,4996.49695209369,185.24982078356106,366.00441014876213,586.0633274233893,666.7138113570312,487.83929114355396,2565.458251099263,239.28836663877652,0.0,1003.2341222284014,7561.955203192953,Miami,14.71
046318,Bethel-Tate Local,13541374.059999999,0.6618544817009508,0.3381455182990492,4473.027260400114,267.8613670198888,166.968022270826,4907.856649690828,279.9273942632578,398.6425443949063,756.9104531746993,489.7923874107357,254.7086743778018,2507.4540951692043,140.18457868536146,0.0,717.3502471004535,7415.310744860032,Clermont,23.37
043620,Bexley City,30398425.68999836,0.7224683884607954,0.2775316115392046,7894.537797166518,721.1822995494902,544.7221441806188,9160.442240896627,262.100692649275,681.8657822882167,1410.4286442553062,214.60602276368311,685.4833723385204,3518.9253095823183,378.043684826486,313.6772833925777,1468.8967614169046,12679.367550478944,Franklin,15.84
046748,Big Walnut Local,29306890.41004738,0.6485033653897676,0.3514966346102324,5059.025042269474,416.71599318171184,201.58206933553862,5677.323104786725,320.15219995981835,587.8026088358243,786.0464638146254,685.3181569801943,402.86119065167173,3077.1775004252527,160.55881659023737,45.735176365429815,931.1659811221208,8754.500605211977,Delaware,7.31
048462,Black River Local,11224572.33998885,0.6968387759528583,0.30316122404714185,6055.411972538837,349.65542358413535,143.71958123874768,6548.78697736172,311.85439509054817,425.24229273703196,669.4744680344944,692.8675606365248,447.8023649307765,2849.064008193585,244.27554520619293,0.0,314.1927448545316,9397.850985555304,Medina,8.13
046383,Blanchester Local,14240578.25,0.6521446248153582,0.3478553751846418,4454.3121897651245,197.15961309697443,321.16093582040384,4972.632738682503,161.89232682195228,711.6652022897791,642.88568983748,503.90570107726194,245.01696147065732,2652.4132242285696,223.2205656841703,0.0,371.53738677977344,7625.045962911073,Clinton,23.59
046862,Bloom-Carroll Local,15822014.039998654,0.5951167788245066,0.40488322117549336,4004.658134098899,341.4707619609568,260.00064570514667,4606.129541765003,596.6471197141053,517.2406601359276,807.0060546493523,638.5112852983708,257.7569937982057,3133.7455645345954,257.74685301520884,0.0,1182.2056087447352,7739.875106299598,Fairfield,11.12
050096,Bloomfield-Mespo Local,3589672.84,0.5775076204437617,0.42249237955623836,5456.429151232555,424.7170208063414,199.08496239464807,6080.231134433545,664.0804197221763,686.8526670762409,1409.2195141850025,626.4858259856327,678.1388742797911,4448.168698215321,171.69258465778748,0.0,309.35140548040584,10528.399832648865,Trumbull,21.98
049593,Bloom-Vernon Local,8874254.41144396,0.6184473518048473,0.38155264819515267,4874.612031836678,282.34653568350313,328.2640062150852,5485.222573735266,241.65531195214442,769.7545413168212,934.5123156474147,757.2344324282379,247.2631874863848,3384.121854254366,143.90367631397956,0.0,308.5183272323534,8869.344427989634,Scioto,29.13
045211,Bluffton Exempted Village,8875304.889999807,0.6356975123589387,0.3643024876410614,4528.843554111429,230.33673412104372,214.81144321108738,4973.99173144356,219.94948362133474,475.0095345120685,1207.930582515259,317.33429011695785,251.74800552172826,2850.471373636294,243.29189841868043,0.0,395.7026986875705,7824.463105079854,Allen,11.16
048306,Boardman Local,40485916.78998679,0.6822897194913463,0.31771028050865374,5087.822375630836,339.8780494165403,201.99372821905249,5629.694153266429,171.14742556751463,441.8009688591793,891.897884224661,530.154548387471,314.9137325740308,2621.4841840877107,196.8808138924921,76.51339552721777,478.637689024183,8251.17833735414,Mahoning,19.91
049767,Botkins Local,5137899.96,0.7053268510895646,0.2946731489104354,4708.683722667536,328.27355051465577,398.36573784562626,5435.323011027818,288.4137169775706,405.4179214272378,665.055793875478,274.3007106491082,319.48375483009704,2270.782325287563,362.8825564138177,0.0,19365.062902639515,7706.1053363153815,Shelby,14.47
043638,Bowling Green City School District,28862419.999999866,0.7074949539920689,0.2925050460079312,5598.047677114509,420.5688316504882,330.5388239364657,6349.155332701463,232.09939787654764,464.0113061561103,813.597139172822,450.5454177508563,355.59017647716894,2624.9798139537857,123.01527948660285,119.3374611655849,795.2675996116192,8974.13514665525,Wood,8.78
045229,Bradford Exempted Village,5420573.81000334,0.6087041198315436,0.3912958801684564,4796.117516114593,472.49232466220445,396.4677791231429,5665.07761989994,351.4963228520034,835.2374521840312,1061.6337787076868,481.99673850396516,410.98039519328114,3641.706144710898,408.1587980880636,0.0,780.2857673188392,9306.783764610838,Miami,14.71
043646,Brecksville-Broadview Heights City,48343126.96000693,0.724043951252075,0.275956048747925,6979.843111447134,673.5221009530403,371.794329344279,8025.159541744454,202.7880792569842,553.2598604577745,868.8311500212327,651.3204858154446,421.37857157110966,3058.6421085099305,246.2093101651504,72.89103625164233,975.8126062138892,11083.801650254383,Cuyahoga,18.81
045237,Bridgeport Exempted Village,7380547.199987945,0.6666034762300658,0.3333965237699342,4802.385604818838,343.73830171895753,346.91958762019914,5493.043494157995,303.5793946620339,499.9218937586095,850.5056180060847,335.46425645742755,389.4093349429987,2747.302813700402,163.44363626246172,1.330929395013113,477.1658102060827,8240.346307858397,Belmont,12.96
047613,Bright Local,7250038.100012602,0.6723218737296192,0.32767812627038084,5311.644803057477,414.9780540549734,233.8451018848731,5960.467958997323,326.4981994302941,347.02438427259364,794.0108985257293,763.6088825040033,239.69620172533516,2905.0296425196307,126.58489594563841,0.0,274.65899704939307,8865.497601516954,Highland,21.95
050112,Bristol Local,6014571.08,0.6399916351142366,0.36000836488576343,4673.190631362991,120.86319855814699,176.9107889225113,4970.964618843649,362.59449009092833,446.2249455336845,728.3180490865791,564.7298876707453,362.37825761160235,2796.269116885329,166.0223264915712,0.0,222.22838488948835,7767.233735728978,Trumbull,21.98
050120,Brookfield Local,9115717.13,0.6308451466834842,0.36915485331651576,4132.60494640805,291.46199533592295,332.9891680714556,4757.0561098154285,423.1229051203518,379.1843824095276,771.9491426284628,488.26629840820596,336.50624747592775,2783.7106454247446,234.0353223468389,0.0,955.0174913213948,7540.766755240174,Trumbull,21.98
043653,Brooklyn City,15372095.450199999,0.6691510349596593,0.3308489650403407,5870.666069419858,567.3733834581135,138.52842594098104,6576.5678788189525,359.0941570139774,1190.113044861663,666.6526741518979,212.9245691710857,538.488308193373,3251.65853827899,233.87183433529694,138.73408087719747,1988.7068318067024,9828.226417097942,Cuyahoga,18.81
048678,Brookville Local,13078292.699981079,0.6651086727860126,0.3348913272139874,4927.601077085907,644.9557589486199,255.3877039581522,5827.944539992678,262.29215277109773,593.545895138672,871.7508714214475,493.7127786925799,329.0500273758185,2934.4499053850022,290.36218143384906,0.0,978.04867187683,8762.39444537768,Montgomery,35.3
046177,Brown Local,6508405.449989386,0.6551593048032618,0.3448406951967383,5235.603858140551,387.52614258515695,275.97367917006045,5899.103679895768,745.0983622089345,497.21057046299,629.5458233120733,497.8448146459561,277.12143356388077,3104.971568134502,355.5941857074104,0.0,1115.9125544816025,9004.075248030269,Carroll,11.15
043661,Brunswick City,69603982.71995677,0.6997973721694962,0.3002026278305038,4943.249754248905,854.0971060412492,362.06382371113887,6159.410684001293,228.62819871673204,499.64253881773004,781.1255018773004,573.9373443146819,295.6569756478125,2642.295251112503,147.60774456542939,71.59228378539237,525.7167442945376,8801.705935113796,Medina,8.13
043679,Bryan City,19247157.25003241,0.7151404200228225,0.2848595799771774,5492.668220230022,478.4560469356623,286.8777855920249,6258.002052757709,290.3877519772683,432.1436896016659,679.1325490281948,328.16125703169547,395.77648254677877,2492.7298000971396,300.49034321473243,72.87975681835657,773.1697722194309,8750.731852854848,Williams,7.08
046508,Buckeye Central Local,7148892.549980806,0.629195145756928,0.37080485424307197,5290.83384847661,393.77471067438677,90.74076336162807,5775.349322512625,314.9912053954826,881.6220297415354,695.7301892576954,575.1876606824413,558.407781113225,3403.5983560566724,270.4434939684163,45.46551727373729,828.3434915053974,9178.947678569297,Crawford,19.25
045856,Buckeye Local,16620691.420003828,0.6761461461509651,0.32385385384903487,5293.491530932909,313.6485120523764,120.49763367020401,5727.6376766554895,241.4651337509066,478.40374826868026,851.9342270379467,477.64458000594976,333.9355120191437,2743.3677550262328,215.40063364914755,0.0,570.6725127626173,8471.005431681722,Ashtabula,20.1
047787,Buckeye Local,19327686.459971037,0.612748097631872,0.38725190236812806,5285.782097211194,298.9045509877655,158.58596300589778,5743.272611204857,612.671589661773,496.04613603650984,983.7807505758203,865.0409555584562,315.4131989650229,3629.7024064267966,164.3159270617972,0.0,359.33122638277655,9372.975017631654,Jefferson,25.32
048470,Buckeye Local,19226560.460027225,0.7086750153956066,0.29132498460439343,4883.571193648445,348.087465730168,569.86326756295,5801.521926941563,257.8126549818244,429.2846507957142,622.977732937386,588.3567647542156,312.0443322077267,2384.913041000626,247.33071299769253,0.0,600.0548333445486,8186.434967942189,Medina,8.13
046755,Buckeye Valley Local,21698087.27589363,0.653042785744705,0.3469572142552949,5441.721169430168,458.44969203437097,156.92509019841012,6057.095951662948,414.9822730331854,503.4603095709455,941.0408053355436,719.066995673583,318.73658033413193,3218.094103083108,213.21838090104166,0.0,827.3529224389772,9275.190054746055,Delaware,7.31
043687,Bucyrus City,15038549.348311625,0.6221023765866315,0.3778976234133685,5104.0400929207835,366.33533353405414,181.1483298042025,5651.52375625904,183.015869372712,640.5680956821165,1081.1410057761161,117.56001434903754,857.8907862954619,3433.0320483144396,211.50109124665832,18.441167929074243,477.7007184940159,9084.55580457348,Crawford,19.25
045252,Caldwell Exempted Village,7637140.34,0.6700902238494153,0.32990977615058464,5715.22912389791,551.5260238492585,288.1188530242431,6554.874000771411,397.10122561843303,518.2184660413259,713.0287680944011,712.9997567068165,460.58152311374334,3227.202751693555,245.12753740313389,0.0,256.6668712513707,9782.076752464967,Noble,8.69
043695,Cambridge City,22068123.739963934,0.6801670258349805,0.3198329741650195,5705.881105452591,631.8870411120997,120.87033011860062,6458.638476683292,202.8742695348503,621.4302843950051,977.5550462058525,475.7643628303227,371.5094778837204,3037.026898677409,152.27496743537435,28.817732745852602,496.1091249012336,9495.6653753607,Guernsey,17.58
043703,Campbell City,12974293.700003937,0.6600145755909165,0.3399854244090835,5893.469393267392,285.15845153782124,210.2632809074315,6388.891125712644,283.5081490981866,512.0234116446427,1396.2786844259679,346.03994726211687,369.0603363987297,3291.0331698873697,212.45838198376472,0.0,320.29602751463335,9679.924295600014,Mahoning,19.91
046946,Canal Winchester Local,33619716.57999812,0.64615641801467,0.35384358198532995,4936.350739469705,450.35166390999024,126.82468899896683,5513.527092378662,295.73148933544326,482.0371847936562,967.4747136650635,644.1034421954356,353.4209417653827,3019.278492558645,166.8270167699741,67.72045146686557,1090.8742949685702,8532.805584937307,Franklin,15.84
048314,Canfield Local,23388638.530033614,0.6927580179249745,0.30724198207502557,4860.882835890797,429.65120387513656,210.08468776775794,5500.6187275336915,140.96211758480868,476.0629997152358,701.5665684228395,546.0975004550086,266.6866784225327,2439.5545872548605,243.3267376053036,13.68783936994013,517.7295613945288,7940.173314788552,Mahoning,19.91
043711,Canton City,111475350.95808089,0.6734847709786672,0.32651522902133273,5764.956300406243,636.6928694312555,540.255575150279,6941.904744987777,256.97798926041156,751.3320861215992,1041.3561957906895,343.0555397730262,596.6413336429351,3365.5365575085243,202.04356386828127,33.999598589500714,854.4893079702224,10307.4413024963,Stark,14.48
049833,Canton Local,23745583.600006375,0.6952988735975059,0.30470112640249414,5850.212946865654,478.10687304705425,583.6679694843035,6911.987789397012,316.7809681681631,569.2607027203237,956.2872187458435,353.857959710622,431.2973718088344,3029.043401454908,286.9926268664324,0.0,693.5230169644005,9941.03119085192,Stark,14.48
047175,Cardinal Local,12379989.660000252,0.6082624216020035,0.39173757839799656,5380.2505677561385,384.03896912142767,161.0119986356232,5925.301535513189,386.0142001240224,465.0628305951853,984.5616540745523,1030.33818690403,581.8993503863566,3816.055689724401,262.5816901122059,21.13654388025856,842.7037685183935,9741.357225237589,Geauga,8.31
048793,Cardington-Lincoln Local,10350289.020001326,0.6544348217631181,0.3455651782368819,5241.406766936056,159.42507275739075,113.16813731706833,5513.999977010515,214.55980118551972,648.640969215623,1049.2746726772002,432.99423205103994,252.84805170383575,2911.5907673132715,148.32273357204062,0.0,1165.0181196138583,8425.590744323787,Morrow,15.44
045260,Carey Exempted Village,7717654.33,0.6966411153063394,0.3033588846936605,5315.030254727871,261.45792057152613,260.44478010221786,5836.932955401615,406.3225142403335,543.8474116109611,482.2615075755081,326.08552588222807,387.6074199284285,2541.7470092956946,296.42790436587194,109.88607665676268,2111.9991188562353,8378.679964697309,Wyandot,9.22
050419,Carlisle Local,15001327.51999956,0.6876803453725452,0.3123196546274547,5445.960869163392,548.1074783885907,142.2181734043034,6136.286520956287,173.9379325284603,462.56222910212364,849.031831198225,502.28999434743406,427.186769759848,2786.8804159030224,302.92627255171004,0.0,319.5084334264032,8923.166936859308,Warren,13.71
045278,Carrollton Exempted Village,21086495.279966827,0.6531076073631757,0.3468923926368243,4711.437281959542,655.2152412820617,243.5847557115571,5610.237278953161,345.3888773760641,396.5880393024411,642.7101534922745,985.3301175865507,295.8047451236797,2979.8284555490827,207.7499420119412,0.0,648.1901045899892,8590.065734502243,Carroll,11.15
